AsAtDate,OptionName,Type,Name,Currency,SecurityIdentifier,UnitsHeld,Address,Ownership,Value,Weighting,ActualExposure,EffectOfExposure,TotalValue,TotalWeighting,TotalActualExposure
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,FOMENTO ECONOMICO MEXICANO SAB DE CV,n/a,FEMSAUBD MM,"103,237",n/a,n/a,"$1,610,978",0.20%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,ARCH CAPITAL GROUP LTD.,n/a,ACGL US,"11,506",n/a,n/a,"$1,598,547",0.20%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,"MERCADOLIBRE, INC.",n/a,MELI US,396,n/a,n/a,"$1,579,171",0.19%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,VINCI SA,n/a,DG FP,"6,963",n/a,n/a,"$1,560,312",0.19%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,CRH PLC,n/a,CRH US,"11,044",n/a,n/a,"$1,547,054",0.19%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,SIMS LTD.,n/a,SGM AU,"100,505",n/a,n/a,"$1,541,744",0.19%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,"QUALCOMM, INC.",n/a,QCOM US,"6,219",n/a,n/a,"$1,511,352",0.18%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,HARVEY NORMAN HOLDINGS LTD.,n/a,HVN AU,"286,160",n/a,n/a,"$1,508,061",0.18%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,"VERTEX PHARMACEUTICALS, INC.",n/a,VRTX US,"2,127",n/a,n/a,"$1,444,805",0.18%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,"MERCK & CO., INC.",n/a,MRK US,"11,776",n/a,n/a,"$1,422,458",0.17%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,"DELL TECHNOLOGIES, INC.",n/a,DELL US,"7,384",n/a,n/a,"$1,381,277",0.17%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,AMCOR PLC,n/a,AMCR US,"97,600",n/a,n/a,"$1,368,654",0.17%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,M&T BANK CORP.,n/a,MTB US,"4,622",n/a,n/a,"$1,368,294",0.17%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,"ZOETIS, INC.",n/a,ZTS US,"5,698",n/a,n/a,"$1,356,004",0.17%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,PREMIER INVESTMENTS LTD.,n/a,PMV AU,"65,517",n/a,n/a,"$1,325,411",0.16%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,HSBC HOLDINGS PLC,n/a,HSBA LN,"71,345",n/a,n/a,"$1,315,507",0.16%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,SAMSUNG BIOLOGICS CO. LTD.,n/a,207940 KS,"1,161",n/a,n/a,"$1,301,925",0.16%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,LAM RESEARCH CORP.,n/a,LRCX US,"8,761",n/a,n/a,"$1,301,313",0.16%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,NOVO NORDISK AS,n/a,NOVOB DC,"12,274",n/a,n/a,"$1,295,339",0.16%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,EXPERIAN PLC,n/a,EXPN LN,"16,507",n/a,n/a,"$1,295,070",0.16%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,"AGILENT TECHNOLOGIES, INC.",n/a,A US,"7,085",n/a,n/a,"$1,275,862",0.16%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,"UNITEDHEALTH GROUP, INC.",n/a,UNH US,"2,668",n/a,n/a,"$1,270,213",0.16%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,IGO LTD.,n/a,IGO AU,"303,422",n/a,n/a,"$1,265,271",0.15%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,"ILLINOIS TOOL WORKS, INC.",n/a,ITW US,"3,350",n/a,n/a,"$1,263,758",0.15%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,"ADVANCED MICRO DEVICES, INC.",n/a,AMD US,"5,779",n/a,n/a,"$1,251,294",0.15%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,TOYOTA MOTOR CORP.,n/a,7203 JP,"47,445",n/a,n/a,"$1,249,492",0.15%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,IPH LTD.,n/a,IPH AU,"266,346",n/a,n/a,"$1,219,863",0.15%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,SCHNEIDER ELECTRIC SE,n/a,SU FP,"2,898",n/a,n/a,"$1,172,110",0.14%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,SPAREBANK 1 SMN,n/a,MING NO,"39,622",n/a,n/a,"$1,158,667",0.14%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,"REGENERON PHARMACEUTICALS, INC.",n/a,REGN US,"1,425",n/a,n/a,"$1,141,378",0.14%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,ACCENT GROUP LTD.,n/a,AX1 AU,"813,428",n/a,n/a,"$1,134,733",0.14%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,WIENERBERGER AG,n/a,WIE AV,"19,841",n/a,n/a,"$1,123,744",0.14%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,NORSK HYDRO ASA,n/a,NHY NO,"128,594",n/a,n/a,"$1,115,707",0.14%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,CENCOSUD SA,n/a,CENCOSUD CI,"213,815",n/a,n/a,"$1,108,015",0.14%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,SK SQUARE CO. LTD.,n/a,402340 KS,"5,137",n/a,n/a,"$1,062,846",0.13%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,RELIANCE WORLDWIDE CORP. LTD.,n/a,RWC AU,"254,881",n/a,n/a,"$1,045,012",0.13%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,BYD CO. LTD.,n/a,1211 HK,"43,521",n/a,n/a,"$1,036,307",0.13%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,MONADELPHOUS GROUP LTD.,n/a,MND AU,"58,390",n/a,n/a,"$1,025,323",0.13%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,GRAFTON GROUP PLC,n/a,GFTU LN,"47,134",n/a,n/a,"$1,007,269",0.12%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,ASICS CORP.,n/a,7936 JP,"24,971",n/a,n/a,"$970,745",0.12%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,"PRUDENTIAL FINANCIAL, INC.",n/a,PRU US,"5,910",n/a,n/a,"$968,943",0.12%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,NINE ENTERTAINMENT CO. HOLDINGS LTD.,n/a,NEC AU,"595,426",n/a,n/a,"$967,568",0.12%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,UCB SA,n/a,UCB BB,"3,211",n/a,n/a,"$960,071",0.12%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,FAST RETAILING CO. LTD.,n/a,9983 JP,"1,712",n/a,n/a,"$895,739",0.11%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,FEDEX CORP.,n/a,FDX US,"2,502",n/a,n/a,"$867,853",0.11%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,CHUBB LTD.,n/a,CB US,"1,958",n/a,n/a,"$865,475",0.11%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,ILUKA RESOURCES LTD.,n/a,ILU AU,"225,296",n/a,n/a,"$856,123",0.10%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,PRUDENTIAL PLC,n/a,PRU LN,"44,798",n/a,n/a,"$854,872",0.10%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,"THERMO FISHER SCIENTIFIC, INC.",n/a,TMO US,"1,360",n/a,n/a,"$841,323",0.10%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,HONDA MOTOR CO. LTD.,n/a,7267 JP,"55,364",n/a,n/a,"$815,586",0.10%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,BAPCOR LTD.,n/a,BAP AU,"159,555",n/a,n/a,"$797,776",0.10%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,TRACTOR SUPPLY CO.,n/a,TSCO US,"9,896",n/a,n/a,"$796,811",0.10%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,GREGGS PLC,n/a,GRG LN,"19,801",n/a,n/a,"$794,555",0.10%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,"HUBBELL, INC.",n/a,HUBB US,"1,274",n/a,n/a,"$794,090",0.10%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,"AMERICAN WATER WORKS CO., INC.",n/a,AWK US,"3,597",n/a,n/a,"$763,426",0.09%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,ORORA LTD.,n/a,ORA AU,"384,965",n/a,n/a,"$727,584",0.09%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,SAMSUNG ELECTRONICS CO. LTD.,n/a,SMSN LI,429,n/a,n/a,"$721,566",0.09%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,HONG KONG EXCHANGES & CLEARING LTD.,n/a,388 HK,"8,704",n/a,n/a,"$708,580",0.09%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,G8 EDUCATION LTD.,n/a,GEM AU,"521,446",n/a,n/a,"$615,306",0.08%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,REECE LTD.,n/a,REH AU,"41,170",n/a,n/a,"$590,787",0.07%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,NESTLE INDIA LTD.,n/a,NEST IN,"13,347",n/a,n/a,"$585,470",0.07%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,"BEST BUY CO., INC.",n/a,BBY US,"5,598",n/a,n/a,"$573,399",0.07%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,CHINA MENGNIU DAIRY CO. LTD.,n/a,2319 HK,"181,217",n/a,n/a,"$567,129",0.07%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,DETERRA ROYALTIES LTD.,n/a,DRR AU,"149,233",n/a,n/a,"$561,116",0.07%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,MINERAL RESOURCES LTD.,n/a,MIN AU,"25,651",n/a,n/a,"$553,031",0.07%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,"MAGNA INTERNATIONAL, INC.",n/a,MG CN,"9,353",n/a,n/a,"$550,601",0.07%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,IRESS LTD.,n/a,IRE AU,"66,437",n/a,n/a,"$531,500",0.07%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,ZHEJIANG EXPRESSWAY CO. LTD.,n/a,576 HK,"358,867",n/a,n/a,"$503,648",0.06%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,"MOTOROLA SOLUTIONS, INC.",n/a,MSI US,785,n/a,n/a,"$503,511",0.06%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,EMPRESAS CMPC SA,n/a,CMPC CI,"209,188",n/a,n/a,"$486,961",0.06%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,"FORTUNE BRANDS INNOVATIONS, INC.",n/a,FBIN US,"5,444",n/a,n/a,"$427,617",0.05%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,MYER HOLDINGS LTD.,n/a,MYR AU,"471,861",n/a,n/a,"$285,476",0.03%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Equity,n/a,n/a,n/a,n/a,n/a,n/a,,,,,"$415,954,858",50.87%,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Equity Externally Managed,PARTNERS GROUP AG,n/a,n/a,n/a,n/a,n/a,"$40,685,901",4.98%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Equity Externally Managed,NEUBERGER BERMAN,n/a,n/a,n/a,n/a,n/a,"$23,240,309",2.84%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Equity Externally Managed,n/a,n/a,n/a,n/a,n/a,n/a,,,,,"$63,926,210",7.82%,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Property,SCENTRE GROUP,n/a,SCG AU,"697,556",n/a,n/a,"$2,483,301",0.30%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Property,AMERICAN TOWER CORP.,n/a,AMT US,"7,337",n/a,n/a,"$2,474,489",0.30%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Property,MIRVAC GROUP,n/a,MGR AU,"1,001,647",n/a,n/a,"$2,203,622",0.27%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Property,NATIONAL STORAGE REIT,n/a,NSR AU,"891,202",n/a,n/a,"$2,049,764",0.25%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Property,GPT GROUP,n/a,GPT AU,"309,213",n/a,n/a,"$1,496,593",0.18%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Property,GOODMAN GROUP,n/a,GMG AU,"40,195",n/a,n/a,"$1,376,260",0.17%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Property,FIBRA UNO ADMINISTRACION SA DE CV,n/a,FUNO11 MM,"637,113",n/a,n/a,"$1,333,830",0.16%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Property,PUBLIC STORAGE,n/a,PSA US,"1,697",n/a,n/a,"$759,934",0.09%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Property,GROWTHPOINT PROPERTIES AUSTRALIA LTD.,n/a,GOZ AU,"309,586",n/a,n/a,"$721,336",0.09%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Listed Property,n/a,n/a,n/a,n/a,n/a,n/a,,,,,"$14,899,129",1.82%,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,QIC LIMITED,n/a,n/a,n/a,n/a,n/a,"$15,517,536",1.90%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,STEPSTONE GROUP,n/a,n/a,n/a,n/a,n/a,"$14,556,073",1.78%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,BERKSHIRE RESIDENTIAL INVESTMENTS,n/a,n/a,n/a,n/a,n/a,"$14,348,519",1.75%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,MIRVAC FUNDS MANAGEMENT LTD,n/a,n/a,n/a,n/a,n/a,"$10,683,268",1.31%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,ALLEGRO FUNDS PTY LTD,n/a,n/a,n/a,n/a,n/a,"$9,565,267",1.17%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,ELEVATION ADVISORS LLP,n/a,n/a,n/a,n/a,n/a,"$8,747,678",1.07%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,HEITMAN,n/a,n/a,n/a,n/a,n/a,"$7,557,317",0.92%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,BROOKFIELD ASSET MANAGEMENT,n/a,n/a,n/a,n/a,n/a,"$7,429,201",0.91%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,GOODMAN GROUP,n/a,n/a,n/a,n/a,n/a,"$6,703,325",0.82%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,STOCKBRIDGE CAPITAL GROUP,n/a,n/a,n/a,n/a,n/a,"$4,471,076",0.55%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,GPT GROUP,n/a,n/a,n/a,n/a,n/a,"$3,971,340",0.49%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,EQT PRIVATE CAPITAL ASIA,n/a,n/a,n/a,n/a,n/a,"$3,395,733",0.42%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,DEXUS CAPITAL INVESTORS LIMITED,n/a,n/a,n/a,n/a,n/a,"$3,169,666",0.39%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,M.H. CARNEGIE & CO. PTY LTD,n/a,n/a,n/a,n/a,n/a,"$2,780,869",0.34%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,PELLICANO INVESTMENTS,n/a,n/a,n/a,n/a,n/a,"$1,434,520",0.18%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,"JAMESTOWN PREMIER GP, L.P.",n/a,n/a,n/a,n/a,n/a,"$1,336,492",0.16%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,GO.FARM,n/a,n/a,n/a,n/a,n/a,"$1,092,141",0.13%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,BARWON INVESTMENT PARTNERS PTY LTD,n/a,n/a,n/a,n/a,n/a,"$1,026,107",0.13%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,INVESTA WHOLESALE FUNDS MANAGEMENT LIMITED,n/a,n/a,n/a,n/a,n/a,"$895,334",0.11%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,LENDLEASE,n/a,n/a,n/a,n/a,n/a,"$614,323",0.08%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,ISPT PTY LTD,n/a,n/a,n/a,n/a,n/a,"$577,880",0.07%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,CBRE INVESTMENT MANAGEMENT,n/a,n/a,n/a,n/a,n/a,"$510,126",0.06%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,LONE STAR FUNDS,n/a,n/a,n/a,n/a,n/a,"$440,415",0.05%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,AEW EUROPE LLP,n/a,n/a,n/a,n/a,n/a,"$60,339",0.01%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,CHARTER HALL,n/a,n/a,n/a,n/a,n/a,"$26,285",0.00%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,RUSSELL INVESTMENTS MANAGEMENT LTD,n/a,n/a,n/a,n/a,n/a,"$5,358",0.00%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Property Externally Managed,n/a,n/a,n/a,n/a,n/a,n/a,,,,,"$120,916,187",14.79%,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Infrastructure Internally Managed,ELECTRANET,n/a,n/a,n/a,n/a,0%,,,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Infrastructure Internally Managed,n/a,n/a,n/a,n/a,n/a,n/a,,,,,"$4,145,807",0.51%,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Infrastructure Externally Managed,STEPSTONE GROUP,n/a,n/a,n/a,n/a,n/a,"$13,204,903",1.62%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Infrastructure Externally Managed,MACQUARIE ASSET MANAGEMENT,n/a,n/a,n/a,n/a,n/a,"$10,920,697",1.34%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Infrastructure Externally Managed,MORRISON,n/a,n/a,n/a,n/a,n/a,"$8,796,184",1.08%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Infrastructure Externally Managed,QIC LIMITED,n/a,n/a,n/a,n/a,n/a,"$3,269,334",0.40%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Infrastructure Externally Managed,PARTNERS GROUP AG,n/a,n/a,n/a,n/a,n/a,"$1,204,682",0.15%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Unlisted Infrastructure Externally Managed,n/a,n/a,n/a,n/a,n/a,n/a,,,,,"$37,395,800",4.57%,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,AssetTotal,n/a,n/a,n/a,n/a,n/a,n/a,,,,,"$814,383,403",99.60%,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Derivatives By Kind,SWAPS,n/a,n/a,n/a,n/a,n/a,"-$11,198.00",0.00%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Derivatives By Kind,FORWARDS,n/a,n/a,n/a,n/a,n/a,"$3,177,195.00",0.39%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Derivatives By Kind,FUTURES,n/a,n/a,n/a,n/a,n/a,"$72,215.99",0.01%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Derivatives By Kind,OPTIONS,n/a,n/a,n/a,n/a,n/a,$0.00,0.00%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Derivatives By Kind,OTHERS,n/a,n/a,n/a,n/a,n/a,$0.00,0.00%,,,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Derivatives By Kind,n/a,n/a,n/a,n/a,n/a,n/a,,,,,"$3,238,212.99",0.40%,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Derivatives By AssetClass,CASH,n/a,n/a,n/a,n/a,n/a,,,1%,0%,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Derivatives By AssetClass,FIXED INCOME,n/a,n/a,n/a,n/a,n/a,,,18%,0%,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Derivatives By AssetClass,EQUITIES,n/a,n/a,n/a,n/a,n/a,,,59%,0%,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Derivatives By AssetClass,PROPERTY,n/a,n/a,n/a,n/a,n/a,,,17%,0%,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Derivatives By AssetClass,INFRASTRUCTURE,n/a,n/a,n/a,n/a,n/a,,,5%,0%,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Derivatives By AssetClass,ALTERNATIVES,n/a,n/a,n/a,n/a,n/a,,,0%,0%,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Derivatives By AssetClass,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,100%
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Derivatives By Currency,AUD,n/a,n/a,n/a,n/a,n/a,,,38%,41%,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Derivatives By Currency,USD,n/a,n/a,n/a,n/a,n/a,,,41%,-27%,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Derivatives By Currency,CURRENCIES OF OTHER DEVELOPED MARKETS,n/a,n/a,n/a,n/a,n/a,,,18%,-15%,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,Derivatives By Currency,CURRENCIES OF EMERGING MARKETS,n/a,n/a,n/a,n/a,n/a,,,3%,1%,,,
30 June 2025,Diversified_Socially_Conscious_Balanced_Superannuation,OptionTotal,n/a,n/a,n/a,n/a,n/a,n/a,,,,,"$817,621,616",100.00%,
