PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCAEQU] - ASSETS - 2025-06-30,,,,,,,,,,,,,
LISTED EQUITY,-,-,-,-,NICKEL INDUSTRIES LTD.,-,NIC AU,-,,"1,092,294","$759,144",0.05%,
LISTED EQUITY,-,-,-,-,DOMINO'S PIZZA ENTERPRISES LTD.,-,DMP AU,-,,"39,344","$758,165",0.05%,
LISTED EQUITY,-,-,-,-,JUDO CAPITAL HOLDINGS LTD.,-,JDO AU,-,,"476,149","$745,173",0.05%,
LISTED EQUITY,-,-,-,-,PERENTI LTD.,-,PRN AU,-,,"456,825","$740,056",0.05%,
LISTED EQUITY,-,-,-,-,DEVELOP GLOBAL LTD.,-,DVP AU,-,,"150,786","$738,848",0.05%,
LISTED EQUITY,-,-,-,-,CATALYST METALS LTD.,-,CYL AU,-,,"140,170","$731,689",0.05%,
LISTED EQUITY,-,-,-,-,NRW HOLDINGS LTD.,-,NWH AU,-,,"242,529","$725,163",0.05%,
LISTED EQUITY,-,-,-,-,ELDERS LTD.,-,ELD AU,-,,"114,629","$722,163",0.05%,
LISTED EQUITY,-,-,-,-,RESOLUTE MINING LTD.,-,RSG AU,-,,"1,176,959","$717,945",0.05%,
LISTED EQUITY,-,-,-,-,CATAPULT GROUP INTERNATIONAL LTD.,-,CAT AU,-,,"118,445","$694,091",0.05%,
LISTED EQUITY,-,-,-,-,LIONTOWN RESOURCES LTD.,-,LTR AU,-,,"988,058","$691,640",0.05%,
LISTED EQUITY,-,-,-,-,IPH LTD.,-,IPH AU,-,,"150,649","$689,974",0.05%,
LISTED EQUITY,-,-,-,-,DATA#3 LTD.,-,DTL AU,-,,"87,968","$669,436",0.04%,
LISTED EQUITY,-,-,-,-,MAC COPPER LTD.,-,MAC AU,-,,"36,335","$668,568",0.04%,
LISTED EQUITY,-,-,-,-,REGIS HEALTHCARE LTD.,-,REG AU,-,,"84,348","$661,291",0.04%,
LISTED EQUITY,-,-,-,-,SITEMINDER LTD.,-,SDR AU,-,,"148,991","$660,032",0.04%,
LISTED EQUITY,-,-,-,-,CAPSTONE COPPER CORP.,-,CSC AU,-,,"70,028","$659,664",0.04%,
LISTED EQUITY,-,-,-,-,NANOSONICS LTD.,-,NAN AU,-,,"159,942","$647,764",0.04%,
LISTED EQUITY,-,-,-,-,TUAS LTD.,-,TUA AU,-,,"108,367","$644,785",0.04%,
LISTED EQUITY,-,-,-,-,AMOTIV LTD.,-,AOV AU,-,,"80,165","$642,124",0.04%,
LISTED EQUITY,-,-,-,-,NEWS CORP.,-,NWS AU,-,,"12,325","$639,654",0.04%,
LISTED EQUITY,-,-,-,-,DOMAIN HOLDINGS AUSTRALIA LTD.,-,DHG AU,-,,"145,369","$638,171",0.04%,
LISTED EQUITY,-,-,-,-,SERVICE STREAM LTD.,-,SSM AU,-,,"317,227","$629,696",0.04%,
LISTED EQUITY,-,-,-,-,COLLINS FOODS LTD.,-,CKF AU,-,,"66,383","$617,361",0.04%,
LISTED EQUITY,-,-,-,-,PANTORO GOLD LTD.,-,PNR AU,-,,"202,616","$613,927",0.04%,
LISTED EQUITY,-,-,-,-,INFRATIL LTD.,-,IFT AU,-,,"62,461","$611,496",0.04%,
LISTED EQUITY,-,-,-,-,NEXGEN ENERGY LTD.,-,NXG AU,-,,"57,396","$608,971",0.04%,
LISTED EQUITY,-,-,-,-,OOH!MEDIA LTD.,-,OML AU,-,,"336,415","$580,316",0.04%,
LISTED EQUITY,-,-,-,-,AUSSIE BROADBAND LTD.,-,ABB AU,-,,"145,198","$567,722",0.04%,
LISTED EQUITY,-,-,-,-,HANSEN TECHNOLOGIES LTD.,-,HSN AU,-,,"107,487","$535,287",0.04%,
LISTED EQUITY,-,-,-,-,G8 EDUCATION LTD.,-,GEM AU,-,,"451,237","$532,459",0.04%,
LISTED EQUITY,-,-,-,-,IDP EDUCATION LTD.,-,IEL AU,-,,"144,252","$529,406",0.04%,
LISTED EQUITY,-,-,-,-,SRG GLOBAL LTD.,-,SRG AU,-,,"302,895","$522,493",0.04%,
LISTED EQUITY,-,-,-,-,ORA BANDA MINING LTD.,-,OBM AU,-,,"660,771","$505,490",0.03%,
LISTED EQUITY,-,-,-,-,EQT HOLDINGS LTD.,-,EQT AU,-,,"14,855","$505,061",0.03%,
LISTED EQUITY,-,-,-,-,NUFARM LTD.,-,NUF AU,-,,"202,237","$497,504",0.03%,
LISTED EQUITY,-,-,-,-,RIDLEY CORP. LTD.,-,RIC AU,-,,"168,323","$494,869",0.03%,
LISTED EQUITY,-,-,-,-,SPARK NEW ZEALAND LTD.,-,SPK AU,-,,"219,093","$492,959",0.03%,
LISTED EQUITY,-,-,-,-,INTEGRAL DIAGNOSTICS LTD.,-,IDX AU,-,,"189,036","$480,151",0.03%,
LISTED EQUITY,-,-,-,-,SILEX SYSTEMS LTD.,-,SLX AU,-,,"113,598","$479,385",0.03%,
LISTED EQUITY,-,-,-,-,CREDIT CORP. GROUP LTD.,-,CCP AU,-,,"35,202","$476,285",0.03%,
LISTED EQUITY,-,-,-,-,MAAS GROUP HOLDINGS LTD.,-,MGH AU,-,,"112,287","$476,097",0.03%,
LISTED EQUITY,-,-,-,-,PREDICTIVE DISCOVERY LTD.,-,PDI AU,-,,"1,231,181","$474,005",0.03%,
LISTED EQUITY,-,-,-,-,MCMILLAN SHAKESPEARE LTD.,-,MMS AU,-,,"30,200","$469,617",0.03%,
LISTED EQUITY,-,-,-,-,MACQUARIE TECHNOLOGY GROUP LTD.,-,MAQ AU,-,,"6,886","$458,202",0.03%,
LISTED EQUITY,-,-,-,-,SMARTGROUP CORP. LTD.,-,SIQ AU,-,,"61,460","$452,962",0.03%,
LISTED EQUITY,-,-,-,-,MYER HOLDINGS LTD.,-,MYR AU,-,,"737,376","$446,113",0.03%,
LISTED EQUITY,-,-,-,-,KELSIAN GROUP LTD.,-,KLS AU,-,,"114,911","$435,512",0.03%,
LISTED EQUITY,-,-,-,-,CHALICE MINING LTD.,-,CHN AU,-,,"254,452","$428,752",0.03%,
LISTED EQUITY,-,-,-,-,OPTHEA LTD.,-,OPT AU,-,,"708,419","$425,052",0.03%,
LISTED EQUITY,-,-,-,-,JOHNS LYNG GROUP LTD.,-,JLG AU,-,,"132,218","$419,132",0.03%,
LISTED EQUITY,-,-,-,-,STANMORE RESOURCES LTD.,-,SMR AU,-,,"221,464","$414,138",0.03%,
LISTED EQUITY,-,-,-,-,POLYNOVO LTD.,-,PNV AU,-,,"341,615","$408,230",0.03%,
LISTED EQUITY,-,-,-,-,NAVIGATOR GLOBAL INVESTMENTS LTD.,-,NGI AU,-,,"235,620","$400,554",0.03%,
LISTED EQUITY,-,-,-,-,ALPHA HPA LTD.,-,A4N AU,-,,"467,178","$399,437",0.03%,
LISTED EQUITY,-,-,-,-,LIFESTYLE COMMUNITIES LTD.,-,LIC AU,-,,"56,744","$397,211",0.03%,
LISTED EQUITY,-,-,-,-,DICKER DATA LTD.,-,DDR AU,-,,"48,680","$392,844",0.03%,
LISTED EQUITY,-,-,-,-,FLEETPARTNERS GROUP LTD.,-,FPR AU,-,,"127,523","$390,220",0.03%,
LISTED EQUITY,-,-,-,-,GENTRACK GROUP LTD.,-,GTK AU,-,,"33,842","$390,199",0.03%,
LISTED EQUITY,-,-,-,-,AUSTRALIAN ETHICAL INVESTMENT LTD.,-,AEF AU,-,,"60,674","$387,709",0.03%,
LISTED EQUITY,-,-,-,-,MA FINANCIAL GROUP LTD.,-,MAF AU,-,,"50,715","$384,927",0.03%,
LISTED EQUITY,-,-,-,-,SELECT HARVESTS LTD.,-,SHV AU,-,,"92,259","$379,183",0.03%,
LISTED EQUITY,-,-,-,-,OBJECTIVE CORP. LTD.,-,OCL AU,-,,"19,751","$378,433",0.03%,
LISTED EQUITY,-,-,-,-,MYSTATE LTD.,-,MYS AU,-,,"88,080","$370,818",0.02%,
LISTED EQUITY,-,-,-,-,FIREFLY METALS LTD.,-,FFM AU,-,,"354,827","$369,020",0.02%,
LISTED EQUITY,-,-,-,-,BRAVURA SOLUTIONS LTD.,-,BVS AU,-,,"163,509","$362,990",0.02%,
LISTED EQUITY,-,-,-,-,GUZMAN Y GOMEZ LTD.,-,GYG AU,-,,"12,812","$362,440",0.02%,
LISTED EQUITY,-,-,-,-,WA1 RESOURCES LTD.,-,WA1 AU,-,,"21,395","$338,895",0.02%,
LISTED EQUITY,-,-,-,-,VULCAN ENERGY RESOURCES LTD.,-,VUL AU,-,,"92,693","$337,401",0.02%,
LISTED EQUITY,-,-,-,-,PWR HOLDINGS LTD.,-,PWH AU,-,,"48,512","$336,188",0.02%,
LISTED EQUITY,-,-,-,-,GWA GROUP LTD.,-,GWA AU,-,,"137,889","$330,934",0.02%,
LISTED EQUITY,-,-,-,-,COBRAM ESTATE OLIVES LTD.,-,CBO AU,-,,"154,186","$328,415",0.02%,
LISTED EQUITY,-,-,-,-,RPMGLOBAL HOLDINGS LTD.,-,RUL AU,-,,"111,190","$323,562",0.02%,
LISTED EQUITY,-,-,-,-,CLARITY PHARMACEUTICALS LTD.,-,CU6 AU,-,,"129,135","$322,839",0.02%,
LISTED EQUITY,-,-,-,-,ACCENT GROUP LTD.,-,AX1 AU,-,,"229,591","$320,280",0.02%,
LISTED EQUITY,-,-,-,-,AMPLITUDE ENERGY LTD.,-,AEL AU,-,,"1,492,193","$313,361",0.02%,
LISTED EQUITY,-,-,-,-,PROPEL FUNERAL PARTNERS LTD.,-,PFP AU,-,,"67,858","$307,398",0.02%,
LISTED EQUITY,-,-,-,-,JUMBO INTERACTIVE LTD.,-,JIN AU,-,,"30,914","$302,955",0.02%,
LISTED EQUITY,-,-,-,-,ARAFURA RARE EARTHS LTD.,-,ARU AU,-,,"1,648,396","$288,469",0.02%,
LISTED EQUITY,-,-,-,-,KINGSGATE CONSOLIDATED LTD.,-,KCN AU,-,,"127,630","$288,443",0.02%,
LISTED EQUITY,-,-,-,-,BOTANIX PHARMACEUTICALS LTD.,-,BOT AU,-,,"891,023","$285,127",0.02%,
LISTED EQUITY,-,-,-,-,AUSTRALIAN FINANCE GROUP LTD.,-,AFG AU,-,,"123,169","$282,057",0.02%,
LISTED EQUITY,-,-,-,-,AUDINATE GROUP LTD.,-,AD8 AU,-,,"36,896","$275,985",0.02%,
LISTED EQUITY,-,-,-,-,OMNI BRIDGEWAY LTD.,-,OBL AU,-,,"201,594","$270,136",0.02%,
LISTED EQUITY,-,-,-,-,BANNERMAN ENERGY LTD.,-,BMN AU,-,,"79,404","$264,416",0.02%,
LISTED EQUITY,-,-,-,-,AUSTRALIAN CLINICAL LABS LTD.,-,ACL AU,-,,"94,971","$264,020",0.02%,
LISTED EQUITY,-,-,-,-,LOTUS RESOURCES LTD.,-,LOT AU,-,,"1,353,243","$263,882",0.02%,
LISTED EQUITY,-,-,-,-,PEET LTD.,-,PPC AU,-,,"152,049","$258,483",0.02%,
LISTED EQUITY,-,-,-,-,NUIX LTD.,-,NXL AU,-,,"117,572","$257,483",0.02%,
LISTED EQUITY,-,-,-,-,MADER GROUP LTD.,-,MAD AU,-,,"38,179","$256,942",0.02%,
LISTED EQUITY,-,-,-,-,HEALIUS LTD.,-,HLS AU,-,,"326,983","$256,682",0.02%,
LISTED EQUITY,-,-,-,-,"GQG PARTNERS, INC.",-,GQG AU,-,,"112,449","$254,134",0.02%,
LISTED EQUITY,-,-,-,-,UNIVERSAL STORE HOLDINGS LTD.,-,UNI AU,-,,"32,533","$253,107",0.02%,
LISTED EQUITY,-,-,-,-,CLINUVEL PHARMACEUTICALS LTD.,-,CUV AU,-,,"24,380","$253,060",0.02%,
LISTED EQUITY,-,-,-,-,ADAIRS LTD.,-,ADH AU,-,,"118,235","$247,111",0.02%,
LISTED EQUITY,-,-,-,-,REDOX LTD.,-,RDX AU,-,,"109,247","$235,973",0.02%,
LISTED EQUITY,-,-,-,-,IMMUTEP LTD.,-,IMM AU,-,,"937,663","$225,039",0.02%,
LISTED EQUITY,-,-,-,-,BRAINCHIP HOLDINGS LTD.,-,BRN AU,-,,"1,131,163","$220,577",0.01%,
LISTED EQUITY,-,-,-,-,TYRO PAYMENTS LTD.,-,TYR AU,-,,"250,416","$220,366",0.01%,
LISTED EQUITY,-,-,-,-,QUALITAS LTD.,-,QAL AU,-,,"56,912","$196,345",0.01%,
LISTED EQUITY,-,-,-,-,STRIKE ENERGY LTD.,-,STX AU,-,,"1,296,450","$194,468",0.01%,
LISTED EQUITY,-,-,-,-,WEBJET GROUP LTD.,-,WJL AU,-,,"208,746","$187,871",0.01%,
LISTED EQUITY,-,-,-,-,STAR ENTERTAINMENT GROUP LTD.,-,SGR AU,-,,"1,384,625","$186,924",0.01%,
LISTED EQUITY,-,-,-,-,INFOMEDIA LTD.,-,IFM AU,-,,"157,320","$186,424",0.01%,
LISTED EQUITY,-,-,-,-,VULCAN STEEL LTD.,-,VSL AU,-,,"30,451","$177,227",0.01%,
LISTED EQUITY,-,-,-,-,WEEBIT NANO LTD.,-,WBT AU,-,,"106,281","$172,707",0.01%,
LISTED EQUITY,-,-,-,-,KOGAN.COM LTD.,-,KGN AU,-,,"41,959","$157,767",0.01%,
LISTED EQUITY,-,-,-,-,APPEN LTD.,-,APX AU,-,,"139,818","$156,597",0.01%,
LISTED EQUITY,-,-,-,-,MONASH IVF GROUP LTD.,-,MVF AU,-,,"157,190","$110,819",0.01%,
LISTED EQUITY,-,-,-,-,BANNERMAN RESOURCES LTD.,-,BMNXX AU,-,,"11,794","$39,274",0.00%,
SUB TOTAL LISTED EQUITY,,,,,,,,,,,"$1,331,820,907",89.47%,
SUB TOTAL UNLISTED EQUITY INTERNALLY,,,,,,,,,,,$0,0.00%,
SUB TOTAL UNLISTED EQUITY EXTERNALLY,,,,,,,,,,,$0,0.00%,
LISTED PROPERTY,-,-,-,-,GOODMAN GROUP,-,GMG AU,-,,"1,170,728","$40,085,718",2.69%,
LISTED PROPERTY,-,-,-,-,SCENTRE GROUP,-,SCG AU,-,,"2,996,175","$10,666,383",0.72%,
LISTED PROPERTY,-,-,-,-,STOCKLAND,-,SGP AU,-,,"1,385,633","$7,426,993",0.50%,
LISTED PROPERTY,-,-,-,-,VICINITY LTD.,-,VCX AU,-,,"2,244,169","$5,543,097",0.37%,
LISTED PROPERTY,-,-,-,-,GPT GROUP,-,GPT AU,-,,"1,109,498","$5,369,971",0.36%,
LISTED PROPERTY,-,-,-,-,CHARTER HALL GROUP,-,CHC AU,-,,"274,304","$5,263,903",0.35%,
LISTED PROPERTY,-,-,-,-,MIRVAC GROUP,-,MGR AU,-,,"2,283,664","$5,024,060",0.34%,
LISTED PROPERTY,-,-,-,-,DEXUS,-,DXS AU,-,,"625,773","$4,161,393",0.28%,
LISTED PROPERTY,-,-,-,-,NATIONAL STORAGE REIT,-,NSR AU,-,,"739,415","$1,700,655",0.11%,
LISTED PROPERTY,-,-,-,-,LENDLEASE CORP. LTD.,-,LLC AU,-,,"301,729","$1,623,305",0.11%,
LISTED PROPERTY,-,-,-,-,CHARTER HALL LONG WALE REIT,-,CLW AU,-,,"391,050","$1,595,486",0.11%,
LISTED PROPERTY,-,-,-,-,REGION GROUP,-,RGN AU,-,,"689,384","$1,516,644",0.10%,
LISTED PROPERTY,-,-,-,-,CHARTER HALL RETAIL REIT,-,CQR AU,-,,"319,486","$1,226,825",0.08%,
LISTED PROPERTY,-,-,-,-,HOMECO DAILY NEEDS REIT,-,HDN AU,-,,"960,511","$1,205,441",0.08%,
LISTED PROPERTY,-,-,-,-,BWP TRUST,-,BWP AU,-,,"330,677","$1,163,985",0.08%,
LISTED PROPERTY,-,-,-,-,INGENIA COMMUNITIES GROUP,-,INA AU,-,,"208,517","$1,140,589",0.08%,
LISTED PROPERTY,-,-,-,-,WAYPOINT REIT LTD.,-,WPR AU,-,,"446,621","$1,098,689",0.07%,
LISTED PROPERTY,-,-,-,-,CENTURIA INDUSTRIAL REIT,-,CIP AU,-,,"297,672","$928,738",0.06%,
LISTED PROPERTY,-,-,-,-,ARENA REIT,-,ARF AU,-,,"238,128","$883,455",0.06%,
LISTED PROPERTY,-,-,-,-,HMC CAPITAL LTD.,-,HMC AU,-,,"171,083","$872,526",0.06%,
LISTED PROPERTY,-,-,-,-,DIGICO INFRASTRUCTURE REIT,-,DGT AU,-,,"244,276","$820,767",0.06%,
LISTED PROPERTY,-,-,-,-,CENTURIA CAPITAL GROUP,-,CNI AU,-,,"393,413","$662,901",0.04%,
LISTED PROPERTY,-,-,-,-,ABACUS STORAGE KING,-,ASK AU,-,,"360,563","$553,464",0.04%,
LISTED PROPERTY,-,-,-,-,CHARTER HALL SOCIAL INFRASTRUCTURE REIT,-,CQE AU,-,,"177,740","$513,667",0.03%,
LISTED PROPERTY,-,-,-,-,RURAL FUNDS TRUST,-,RFF AU,-,,"242,007","$425,932",0.03%,
LISTED PROPERTY,-,-,-,-,CROMWELL PROPERTY GROUP,-,CMW AU,-,,"1,217,129","$413,824",0.03%,
LISTED PROPERTY,-,-,-,-,DEXUS INDUSTRIA REIT,-,DXI AU,-,,"148,283","$403,331",0.03%,
LISTED PROPERTY,-,-,-,-,GROWTHPOINT PROPERTIES AUSTRALIA LTD.,-,GOZ AU,-,,"133,997","$312,213",0.02%,
LISTED PROPERTY,-,-,-,-,ABACUS GROUP,-,ABG AU,-,,"277,210","$310,475",0.02%,
LISTED PROPERTY,-,-,-,-,DEXUS CONVENIENCE RETAIL REIT,-,DXC AU,-,,"73,674","$223,970",0.02%,
LISTED PROPERTY,-,-,-,-,CENTURIA OFFICE REIT,-,COF AU,-,,"196,950","$221,569",0.01%,
LISTED PROPERTY,-,-,-,-,HEALTHCO REIT,-,HCW AU,-,,"187,764","$138,006",0.01%,
LISTED PROPERTY,-,-,-,-,GDI PROPERTY GROUP PARTNERSHIP,-,GDI AU,-,,"209,244","$134,962",0.01%,
SUB TOTAL LISTED PROPERTY,,,,,,,,,,,"$103,632,937",6.96%,
SUB TOTAL UNLISTED PROPERTY INTERNALLY,,,,,,,,,,,$0,0.00%,
SUB TOTAL UNLISTED PROPERTY EXTERNALLY,,,,,,,,,,,$0,0.00%,
LISTED INFRASTRUCTURE,-,-,-,-,TRANSURBAN GROUP,-,TCL AU,-,,"1,789,747","$25,020,664",1.68%,
LISTED INFRASTRUCTURE,-,-,-,-,APA GROUP,-,APA AU,-,,"756,229","$6,178,393",0.42%,
LISTED INFRASTRUCTURE,-,-,-,-,ATLAS ARTERIA LTD.,-,ALX AU,-,,"622,991","$3,171,026",0.21%,
SUB TOTAL LISTED INFRASTRUCTURE,,,,,,,,,,,"$34,370,083",2.31%,
SUB TOTAL UNLISTED INFRASTRUCTURE INTERNALLY,,,,,,,,,,,$0,0.00%,
SUB TOTAL UNLISTED INFRASTRUCTURE EXTERNALLY,,,,,,,,,,,$0,0.00%,
SUB TOTAL LISTED ALTERNATIVES,,,,,,,,,,,$0,0.00%,
SUB TOTAL UNLISTED ALTERNATIVES INTERNALLY,,,,,,,,,,,$0,0.00%,
SUB TOTAL UNLISTED ALTERNATIVES EXTERNALLY,,,,,,,,,,,$0,0.00%,
TOTAL INVESTMENT ITEMS,,,,,,,,,,,"$1,488,564,420",100.00%,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
PHD SCHEDULE 8D TABLE 2 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCAEQU] - DERIVATIVES - 2025-06-30,,,,,,,,,,,,,
KIND OF DERIVATIVE,VALUE,WEIGHTING,,,,,,,,,,,
SWAPS,$0.00,0.00%,,,,,,,,,,,
FORWARDS,$0.00,0.00%,,,,,,,,,,,
FUTURES,"$30,588.00",0.00%,,,,,,,,,,,
OPTIONS,$0.00,0.00%,,,,,,,,,,,
OTHERS,$0.00,0.00%,,,,,,,,,,,
TOTAL,"$30,588.00",0.00%,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
PHD SCHEDULE 8D TABLE 3 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCAEQU] - DERIVATIVES BY ASSET CLASS - 2025-06-30,,,,,,,,,,,,,
ASSET CLASS,ACTUAL ASSET ALLOCATION (% OF ASSETS (INCLUDING DERIVATIVES) IN THE INVESTMENT OPTION),EFFECT OF DERIVATIVES EXPOSURE (% OF ASSETS (INCLUDING DERIVATIVES) IN THE INVESTMENT OPTION),,,,,,,,,,,
CASH,0%,-1%,,,,,,,,,,,
FIXED INCOME,1%,0%,,,,,,,,,,,
EQUITIES,90%,+1%,,,,,,,,,,,
PROPERTY,7%,0%,,,,,,,,,,,
INFRASTRUCTURE,2%,0%,,,,,,,,,,,
ALTERNATIVES,0%,0%,,,,,,,,,,,
TOTAL,100%,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
PHD SCHEDULE 8D TABLE 4 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCAEQU] - DERIVATIVES BY CURRENCY - 2025-06-30,,,,,,,,,,,,,
CURRENCY EXPOSURE,ACTUAL CURRENCY EXPOSURE (% OF ASSETS (INCLUDING DERIVATIVES) IN THE INVESTMENT OPTION),EFFECT OF DERIVATIVES EXPOSURE (% OF ASSETS (INCLUDING DERIVATIVES) IN THE INVESTMENT OPTION),,,,,,,,,,,
AUD,100%,0%,,,,,,,,,,,
USD,0%,0%,,,,,,,,,,,
CURRENCIES OF OTHER DEVELOPED MARKETS,0%,0%,,,,,,,,,,,
CURRENCIES OF EMERGING MARKETS,0%,0%,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
